aquired_current,ambiant_temperature,mixing_cycle_flowrate,chaud_flowrate,froid_flowrate,out_aerotherme,out_heat_exchanger,temp_out_froid,temp_in_froid,temp_out_chaud,temp_in_chaud,aerotherme_acquis,process_value
11.643859,21.709919,9.825375,11.889348,15.355327,44.330602,33.759895,1.746197,8.295236,47.751633,38.3721,25,38.3721
11.651491,21.701598,9.858433,11.876657,15.325444,44.333075,34.319922,1.7909,8.251765,47.761725,38.373524,25,38.373524
11.649659,21.673675,9.863218,11.850047,15.408953,44.33745,34.882667,1.832131,8.203938,47.772134,38.37498,25,38.37498
11.660039,21.671735,9.924694,11.88771,15.472813,44.343506,35.432856,1.869514,8.148715,47.782384,38.376182,25,38.376182
11.656986,21.681514,9.922664,11.876657,15.30825,44.349846,35.953154,1.901549,8.083902,47.791777,38.376815,25,38.376815
11.651186,21.686235,9.931944,11.846772,15.207548,44.357456,36.538179,1.931738,7.992233,47.805265,38.378555,25,38.378555
11.646606,21.691914,9.946153,11.854141,15.277548,44.364938,36.943006,1.948757,7.915391,47.815674,38.380707,25,38.380707
11.630731,21.688914,9.940208,11.880341,15.292285,44.375654,37.310859,1.960895,7.839584,47.823988,38.382005,25,38.382005
11.609055,21.672992,9.928754,11.872563,15.20591,44.387195,37.64584,1.96784,7.765439,47.830716,38.382764,25,38.382764
11.59837,21.65164,9.940063,11.8611,15.136319,44.398608,37.950758,1.968967,7.691955,47.836428,38.383492,25,38.383492
11.588295,21.652937,9.914835,11.838584,15.081874,44.410403,38.227124,1.963335,7.616498,47.84176,38.384884,25,38.384884
11.586158,21.665418,9.963987,11.875838,15.143278,44.426414,38.529886,1.94519,7.516539,47.8489,38.386466,25,38.386466
11.578526,21.709683,9.931074,11.886482,15.212869,44.43973,38.739575,1.92154,7.431059,47.854105,38.386086,25,38.386086
11.551354,21.746092,9.9057,11.86806,15.181758,44.452951,38.939684,1.893009,7.346146,47.858072,38.387131,25,38.387131
11.522657,21.717986,9.940208,11.919643,15.198542,44.466204,39.127932,1.857846,7.262113,47.860801,38.388207,25,38.388207
11.511361,21.698858,9.954273,11.894261,15.250121,44.479077,39.305173,1.816395,7.180305,47.862578,38.389093,25,38.389093
11.506171,21.694218,9.936004,11.881979,15.249712,44.490618,39.475394,1.771098,7.103106,47.863974,38.390738,25,38.390738
11.475031,21.704425,9.897436,11.862328,15.188308,44.506154,39.669343,1.707907,7.011466,47.861753,38.393586,25,38.393586
11.453966,21.695351,9.942093,11.860281,15.189536,44.518582,39.817292,1.647096,6.947053,47.859214,38.394599,25,38.394599
11.45366,21.682431,9.898451,11.84145,15.153921,44.529489,39.962111,1.583939,6.888844,47.855818,38.396276,25,38.396276
11.430153,21.663574,9.943398,11.8611,15.111348,44.539889,40.101712,1.517312,6.830324,47.850677,38.397731,25,38.397731
11.406645,21.646946,9.954997,11.848819,14.989768,44.550194,40.23454,1.4459,6.767857,47.84414,38.398839,25,38.398839
11.406645,21.636975,9.964277,11.870926,15.005324,44.560213,40.359583,1.368202,6.700692,47.837793,38.400231,25,38.400231
11.385885,21.654766,9.951663,11.878294,15.049944,44.572103,40.5075,1.267017,6.623316,47.827003,38.401971,25,38.401971
11.381,21.665047,9.943108,11.902448,15.175618,44.580854,40.620264,1.18382,6.570439,47.817102,38.402604,25,38.402604
11.34925,21.665216,9.943978,11.864785,15.141641,44.587703,40.731892,1.099124,6.52104,47.806248,38.403617,25,38.403617
11.347418,21.691655,9.924404,11.892623,15.108892,44.593791,40.84194,1.013866,6.474366,47.794507,38.405199,25,38.405199
11.314752,21.706057,9.890476,11.889757,15.14205,44.599054,40.947873,0.928486,6.430418,47.781813,38.407161,25,38.407161
11.294602,21.698854,9.892651,11.879932,15.115442,44.602225,41.045065,0.84292,6.389948,47.767977,38.408933,25,38.408933
11.291549,21.718639,9.894826,11.875019,15.048716,44.60381,41.150562,0.737531,6.344686,47.750523,38.410515,25,38.410515
11.270179,21.712609,9.939628,11.863147,14.999183,44.603429,41.203787,0.655473,6.310482,47.735544,38.412414,25,38.412414
11.258272,21.741232,9.98994,11.878294,14.990177,44.602668,41.234962,0.574449,6.276842,47.72028,38.414407,25,38.414407
11.26163,21.715224,10.010964,11.90818,14.91158,44.600322,41.250739,0.49546,6.245645,47.704667,38.416496,25,38.416496
11.253082,21.690003,9.957172,11.911455,14.87924,44.596073,41.254541,0.418161,6.217048,47.688896,38.418394,25,38.418394
11.236902,21.67661,9.939918,11.908998,14.916492,44.590493,41.246557,0.340864,6.189485,47.67341,38.419534,25,38.419534
11.235375,21.671982,9.965582,11.890985,14.915264,44.580505,41.233726,0.251125,6.158633,47.656591,38.420641,25,38.420641
11.226522,21.670972,9.981386,11.86765,14.945966,44.571247,41.216491,0.181211,6.136834,47.642756,38.420641,25,38.420641
11.23507,21.666132,10.011399,11.853731,14.844854,44.559991,41.193934,0.113175,6.116068,47.628539,38.422065,25,38.422065
11.235986,21.659834,9.992695,11.877885,14.902165,44.547308,41.17125,0.047267,6.094708,47.614259,38.423204,25,38.423204
11.207288,21.654478,9.982546,11.862738,14.967253,44.533136,41.15148,-0.015577,6.071155,47.599948,38.423837,25,38.423837
11.20912,21.635407,9.992695,11.895489,15.000002,44.516775,41.135513,-0.073729,6.043844,47.585351,38.425229,25,38.425229
11.193855,21.615389,9.99429,11.877476,14.985265,44.497276,41.104783,-0.142979,6.010175,47.569009,38.425546,25,38.425546
11.183475,21.603808,9.940498,11.895079,14.973803,44.479394,41.074369,-0.196377,5.981236,47.555554,38.427318,25,38.427318
11.178896,21.601097,9.922084,11.886482,14.945966,44.461607,41.047188,-0.242928,5.953142,47.542957,38.428141,25,38.428141
11.181338,21.613291,9.932814,11.886892,14.948832,44.443915,41.022414,-0.28682,5.92721,47.530137,38.429027,25,38.429027
11.187139,21.611632,9.930494,11.877885,14.908714,44.42616,40.99989,-0.329837,5.903345,47.517064,38.429881,25,38.429881
11.187749,21.608646,9.967177,11.90122,14.901755,44.408025,40.980122,-0.371353,5.880044,47.504752,38.429501,25,38.429501
11.195382,21.643696,9.953403,11.88116,14.961113,44.386307,40.957154,-0.420433,5.850449,47.491424,38.430451,25,38.430451
11.170653,21.65492,9.930784,11.883617,14.897662,44.368933,40.946257,-0.461947,5.82577,47.481651,38.431083,25,38.431083
11.190497,21.634713,9.911935,11.875429,14.889474,44.350702,40.934979,-0.500741,5.802031,47.471402,38.430767,25,38.430767
11.160883,21.63934,9.948328,11.912683,14.827661,44.333455,40.921103,-0.536878,5.776539,47.461883,38.430577,25,38.430577
11.155999,21.647146,9.937743,11.86806,14.82807,44.317191,40.899847,-0.57117,5.749826,47.45303,38.430894,25,38.430894
11.139818,21.648356,9.969642,11.852503,14.809649,44.300071,40.86386,-0.60518,5.725649,47.44351,38.4314,25,38.4314
11.155083,21.638941,9.974136,11.871744,14.854269,44.280414,40.807949,-0.642222,5.697307,47.432722,38.431875,25,38.431875
11.112952,21.619601,9.944848,11.930696,14.85386,44.264562,40.766008,-0.668104,5.674384,47.424345,38.432001,25,38.432001
11.14226,21.619417,9.938033,11.888529,14.835848,44.248901,40.727488,-0.693424,5.653151,47.41692,38.432887,25,38.432887
11.154167,21.604589,9.940498,11.915549,14.830936,44.23362,40.689983,-0.719555,5.631731,47.408797,38.433963,25,38.433963
11.160578,21.589433,9.941948,11.899992,14.905849,44.219005,40.65346,-0.746593,5.610061,47.400293,38.434564,25,38.434564
11.14745,21.636516,9.982546,11.905314,14.881697,44.205436,40.620264,-0.77335,5.589893,47.393693,38.433931,25,38.433931
11.14165,21.644675,9.949633,11.906133,14.823567,44.18895,40.58257,-0.810234,5.563119,47.386395,38.435672,25,38.435672
11.145008,21.694559,9.947168,11.903676,14.935323,44.176649,40.553049,-0.839115,5.543829,47.379922,38.435545,25,38.435545
11.142871,21.706391,9.942528,11.897945,14.964387,44.164729,40.510889,-0.865933,5.528015,47.373925,38.436653,25,38.436653
11.13188,21.750713,9.951808,11.872154,14.890293,44.153126,40.462364,-0.891939,5.514048,47.367833,38.437982,25,38.437982
11.128827,21.765548,9.939483,11.878704,14.983218,44.141808,40.412889,-0.917631,5.501428,47.361614,38.438994,25,38.438994
11.116921,21.833287,9.939193,11.848,15.017604,44.130776,40.367026,-0.942761,5.490781,47.355775,38.439627,25,38.439627
11.150503,21.813845,9.944848,11.864375,14.965206,44.119046,40.315241,-0.971516,5.481074,47.349112,38.442,25,38.442
11.145924,21.782584,9.9911,11.876657,14.857135,44.109662,40.275334,-0.992645,5.473684,47.343654,38.444532,25,38.444532
11.142871,21.759382,9.99023,11.882388,14.872281,44.099898,40.240178,-1.011336,5.467233,47.339244,38.447158,25,38.447158
11.143787,21.732851,9.977906,11.908998,14.81538,44.091655,40.207872,-1.028901,5.45953,47.33569,38.44988,25,38.44988
11.148977,21.725354,9.943978,11.912683,14.775672,44.08484,40.177879,-1.045873,5.450261,47.332327,38.452601,25,38.452601
11.153251,21.716424,9.932959,11.906133,14.789181,44.077358,40.151022,-1.062,5.440992,47.328011,38.455133,25,38.455133
11.150809,21.713754,9.929624,11.915139,14.850995,44.069433,40.121568,-1.076846,5.427214,47.324204,38.457822,25,38.457822
11.147145,21.707464,9.965002,11.917596,14.805146,44.06398,40.096612,-1.087347,5.414939,47.322681,38.46048,25,38.46048
11.170042,21.702042,9.99255,11.899992,14.850995,44.057671,40.073651,-1.09513,5.401818,47.320872,38.462474,25,38.462474
11.166073,21.706878,9.982546,11.90818,14.81579,44.051838,40.053382,-1.101943,5.38898,47.318715,38.464309,25,38.464309
11.160273,21.753043,9.983706,11.883207,14.810877,44.047051,40.034792,-1.108788,5.377863,47.316494,38.466398,25,38.466398
11.166073,21.777049,9.939773,11.898354,14.904211,44.04312,40.015156,-1.115914,5.370223,47.314844,38.469056,25,38.469056
11.165768,21.778822,9.892796,11.890576,14.911989,44.03789,39.992196,-1.122946,5.35989,47.312781,38.472695,25,38.472695
11.170042,21.815987,9.921504,11.872972,14.91813,44.033325,39.975348,-1.128322,5.351247,47.310497,38.473581,25,38.473581
11.198129,21.826235,9.930929,11.876657,14.945148,44.029711,39.958215,-1.133979,5.341759,47.308688,38.474942,25,38.474942
11.174011,21.80187,9.944993,11.88812,14.922223,44.026287,39.942317,-1.138417,5.331802,47.307609,38.477094,25,38.477094
11.196908,21.781521,10.00705,11.899992,14.909533,44.022705,39.918281,-1.141605,5.321719,47.307102,38.479087,25,38.479087
11.189886,21.760545,10.018794,11.886073,14.878422,44.019027,39.865838,-1.14498,5.311824,47.306594,38.478707,25,38.478707
11.185612,21.751441,9.941513,11.896308,14.880469,44.014114,39.514341,-1.148418,5.299612,47.306435,38.480606,25,38.480606
11.184086,21.753255,9.898886,11.881979,14.805146,44.012212,38.963818,-1.151668,5.286586,47.307704,38.481872,25,38.481872
11.161189,21.730741,9.831899,11.869697,14.870644,44.01069,38.296218,-1.154262,5.275251,47.310021,38.483327,25,38.483327
11.192634,21.721501,9.797536,11.903676,14.900118,44.009485,37.588175,-1.156638,5.266734,47.312813,38.484783,25,38.484783
11.182559,21.71124,9.833204,11.895079,14.903802,44.008344,36.892269,-1.158669,5.267392,47.315573,38.486207,25,38.486207
11.18897,21.763144,9.845674,11.888939,14.911989,44.006822,36.237033,-1.159669,5.28881,47.317858,38.487726,25,38.487726
11.198435,21.826536,9.808121,11.86806,14.99509,44.00603,35.528096,-1.161388,5.373824,47.320238,38.48915,25,38.48915
11.226216,21.874947,9.780282,11.864375,14.998364,44.005015,35.034047,-1.164264,5.49144,47.322015,38.492188,25,38.492188
11.244839,21.847511,9.756069,11.867241,15.056903,44.005047,34.589292,-1.165264,5.644384,47.323791,38.494276,25,38.494276
11.200266,21.863014,9.766798,11.877885,15.063453,44.005237,34.187112,-1.166951,5.812556,47.325378,38.496555,25,38.496555
11.247587,21.907263,9.72794,11.888939,15.092108,44.005491,33.810364,-1.168889,5.98014,47.326774,38.499213,25,38.499213
11.283917,21.955946,9.681833,11.910227,15.140822,44.006505,33.431478,-1.167639,6.135613,47.32817,38.501491,25,38.501491
11.269263,22.013629,9.639495,11.912274,15.146553,44.00809,32.80422,-1.158263,6.321194,47.329122,38.506238,25,38.506238
11.298571,22.024666,9.511178,11.890576,15.125676,44.008217,32.131932,-1.142511,6.448493,47.331407,38.509149,25,38.509149
11.304372,22.02929,9.47783,11.912683,15.190355,44.010722,31.385125,-1.117945,6.556249,47.335309,38.51263,25,38.51263
11.29277,22.042113,9.47174,11.90818,15.212051,44.01275,30.515992,-1.083628,6.664511,47.338927,38.516681,25,38.516681
11.335817,22.048626,9.382715,11.876657,15.166202,44.014082,29.549336,-1.038934,6.785244,47.342544,38.520984,25,38.520984
11.330932,22.053149,9.324863,11.864375,15.198132,44.017125,28.582582,-0.98355,6.922334,47.348636,38.524908,25,38.524908
11.359325,22.003582,9.315149,11.879113,15.215735,44.021563,27.707233,-0.893845,7.083838,47.353871,38.531395,25,38.531395
11.362072,21.967979,9.342987,11.865603,15.232928,44.024987,27.141877,-0.812078,7.178833,47.359583,38.534813,25,38.534813
11.354135,21.937027,9.322109,11.812793,15.283689,44.027365,26.58617,-0.723462,7.246948,47.365961,38.538895,25,38.538895
11.408172,21.8894,9.301085,11.857416,15.300063,44.02876,26.045657,-0.628811,7.312683,47.37237,38.543515,25,38.543515
11.415193,21.85472,9.299055,11.816477,15.316847,44.030028,25.546209,-0.530063,7.392143,47.379351,38.548135,25,38.548135
11.454576,21.829784,9.342842,11.793551,15.286964,44.032817,25.134026,-0.43028,7.493038,47.388616,38.551806,25,38.551806
11.468009,21.801429,9.420993,11.829168,15.291057,44.035987,24.892123,-0.301483,7.626995,47.400515,38.557819,25,38.557819
11.470452,21.773014,9.506248,11.823437,15.384391,44.037002,24.938138,-0.199441,7.695308,47.411557,38.561743,25,38.561743
11.492433,21.747961,9.563955,11.833262,15.393397,44.038111,25.127978,-0.094301,7.737487,47.422409,38.565097,25,38.565097
11.535174,21.720419,9.607162,11.861919,15.325853,44.040014,25.420559,0.012062,7.789444,47.433642,38.568768,25,38.568768
11.552881,21.711105,9.598028,11.848,15.322987,44.042803,25.782835,0.118522,7.866597,47.44516,38.573261,25,38.573261
11.553492,21.702916,9.645875,11.848409,15.361058,44.045973,26.189793,0.224704,7.963871,47.456203,38.578704,25,38.578704
11.553797,21.696476,9.668494,11.850047,15.350824,44.050412,26.756756,0.353997,8.016992,47.472862,38.584084,25,38.584084
11.580052,21.6821,9.696042,11.831215,15.356964,44.055991,27.276521,0.455059,8.064503,47.487331,38.586742,25,38.586742
11.585547,21.662653,9.679803,11.84104,15.363514,44.062331,27.881834,0.55256,8.118972,47.50142,38.589685,25,38.589685
11.585242,21.670005,9.693287,11.857006,15.432287,44.068735,28.593758,0.646748,8.155703,47.516207,38.593103,25,38.593103
11.591959,21.66006,9.750559,11.853322,15.405678,44.076122,29.405528,0.738125,8.161815,47.53166,38.596742,25,38.596742
11.583716,21.6682,9.799856,11.856597,15.461351,44.087027,30.282552,0.82744,8.136241,47.546638,38.599907,25,38.599907
11.582494,21.679526,9.859303,11.834899,15.388894,44.103829,31.380952,0.936273,8.059144,47.565677,38.602755,25,38.602755
11.642332,21.665447,9.884531,11.88812,15.358192,44.115622,32.190224,1.019089,7.981171,47.580274,38.606173,25,38.606173
11.629815,21.666161,9.847414,11.890576,15.332403,44.129032,32.930198,1.098529,7.896995,47.594585,38.609021,25,38.609021
11.622793,21.679679,9.859448,11.845134,15.292695,44.143615,33.599761,1.174156,7.811693,47.6095,38.611805,25,38.611805
11.59898,21.662221,9.895986,11.850047,15.236203,44.158991,34.201878,1.245374,7.730342,47.624541,38.614748,25,38.614748
11.614245,21.660771,9.894246,11.827121,15.183805,44.174842,34.743596,1.311432,7.658017,47.637869,38.617786,25,38.617786
11.604781,21.697448,9.927449,11.836946,15.18667,44.196083,35.335352,1.383216,7.573255,47.650086,38.621267,25,38.621267
11.589516,21.724078,9.927304,11.86765,15.175618,44.214091,35.749512,1.429885,7.499054,47.661764,38.623926,25,38.623926
11.592874,21.71738,9.871482,11.859463,15.254215,44.231147,36.124815,1.467076,7.420249,47.674013,38.625919,25,38.625919
11.542501,21.731856,9.879167,11.829577,15.291876,44.24852,36.466692,1.493476,7.337843,47.685627,38.627628,25,38.627628
11.538532,21.759499,9.880182,11.827121,15.296379,44.265894,36.780733,1.509272,7.252431,47.696163,38.629242,25,38.629242
11.522046,21.761882,9.860463,11.824665,15.373748,44.281365,37.072689,1.516154,7.164201,47.705937,38.630761,25,38.630761
11.527542,21.749288,9.892941,11.835718,15.226788,44.298168,37.407931,1.513339,7.046242,47.717519,38.635033,25,38.635033
11.514414,21.727642,9.947748,11.822208,15.101523,44.314401,37.656533,1.495071,6.950374,47.721708,38.635666,25,38.635666
11.496096,21.710478,9.90599,11.803786,15.068774,44.330253,37.89205,1.470798,6.854415,47.72485,38.636299,25,38.636299
11.443586,21.710896,9.858578,11.838175,15.03971,44.345978,38.116317,1.439581,6.761059,47.726627,38.637691,25,38.637691
11.417025,21.696965,9.879022,11.848409,14.984037,44.361355,38.329805,1.400764,6.671778,47.727008,38.639527,25,38.639527
11.43809,21.694109,9.932669,11.877885,14.881697,44.375686,38.531627,1.353971,6.586822,47.726246,38.640413,25,38.640413
11.41672,21.677361,9.933394,11.946662,14.856726,44.390587,38.651125,1.283595,6.491438,47.721645,38.644052,25,38.644052
11.409698,21.712271,9.894971,11.894261,14.900118,44.402254,38.611872,1.21591,6.417639,47.718598,38.645698,25,38.645698
11.387412,21.745762,9.945428,11.938474,14.945148,44.414873,38.518586,1.142598,6.347975,47.714124,38.648103,25,38.648103
11.348639,21.789915,9.934989,11.905723,14.875966,44.426794,38.381019,1.063532,6.281634,47.708348,38.649685,25,38.649685
11.316889,21.766325,9.875977,11.854141,14.904621,44.43713,38.206774,0.977806,6.218739,47.70105,38.650824,25,38.650824
11.30773,21.748197,9.924404,11.845544,14.886609,44.445754,38.001298,0.883733,6.160356,47.691657,38.653862,25,38.653862
11.290939,21.727168,9.936294,11.845544,14.977487,44.455424,37.64115,0.762079,6.101786,47.68055,38.657027,25,38.657027
11.288191,21.712061,9.903235,11.858644,14.932457,44.460878,37.251054,0.658632,6.064703,47.669887,38.657913,25,38.657913
11.288496,21.702614,9.891056,11.850047,14.891931,44.466046,36.813075,0.552748,6.033446,47.658844,38.659939,25,38.659939
11.239649,21.699935,9.850458,11.862328,14.971347,44.469914,36.338681,0.444053,6.009141,47.646659,38.66304,25,38.66304
11.295213,21.695392,9.832769,11.882798,14.945966,44.472355,35.836395,0.333923,5.991853,47.633109,38.666458,25,38.666458
11.237207,21.699699,9.82146,11.906952,14.981171,44.474131,35.311793,0.225486,5.980578,47.618512,38.668736,25,38.668736
11.224995,21.724523,9.83161,11.837765,15.000002,44.475874,34.6429,0.092602,6.006886,47.597727,38.673008,25,38.673008
11.223163,21.736629,9.82262,11.864375,15.027838,44.473211,34.096268,-0.007698,6.06652,47.582114,38.676806,25,38.676806
11.196603,21.746896,9.751284,11.866832,15.05854,44.469787,33.537685,-0.103774,6.146074,47.56574,38.681363,25,38.681363
11.207899,21.747855,9.708657,11.852503,15.035616,44.465919,32.961976,-0.193751,6.252568,47.549303,38.68573,25,38.68573
11.20973,21.742129,9.645585,11.89467,15.067546,44.460624,32.363745,-0.276535,6.390137,47.532929,38.690224,25,38.690224
11.205456,21.740073,9.483194,11.842268,15.079827,44.45162,31.73738,-0.351814,6.560039,47.516175,38.696426,25,38.696426
11.241786,21.749476,9.376045,11.838993,15.103979,44.441632,30.851676,-0.429655,6.767888,47.497929,38.702914,25,38.702914
11.242092,21.755407,9.279771,11.849228,15.163746,44.430726,29.921589,-0.476671,6.907611,47.482952,38.707598,25,38.707598
11.232017,21.749735,9.206695,11.818115,15.219829,44.419058,28.746604,-0.512526,7.051757,47.469784,38.712091,25,38.712091
11.246976,21.737485,9.086932,11.828349,15.182167,44.405869,27.367768,-0.536909,7.21919,47.456901,38.716459,25,38.716459
11.282085,21.728294,9.000517,11.870926,15.2448,44.391538,25.848407,-0.549101,7.408469,47.443923,38.720826,25,38.720826
11.311393,21.7191,8.904097,11.88116,15.291467,44.377588,24.274133,-0.547975,7.597853,47.431611,38.725383,25,38.725383
11.335817,21.697129,8.801588,11.822208,15.322987,44.356346,22.377119,-0.518122,7.835541,47.42114,38.729814,25,38.729814
11.379474,21.694471,8.700964,11.859053,15.406088,44.339733,21.001049,-0.473357,8.034481,47.414413,38.731712,25,38.731712
11.407561,21.694708,8.605994,11.879932,15.392579,44.322549,19.735867,-0.416869,8.27725,47.409495,38.734561,25,38.734561
11.449386,21.693434,8.530019,11.873791,15.396263,44.304541,18.582913,-0.349657,8.547619,47.405052,38.737472,25,38.737472
11.450913,21.68967,8.530889,11.847181,15.422053,44.285772,17.531175,-0.271095,8.800171,47.40134,38.739972,25,38.739972
11.505866,21.673068,8.489131,11.8611,15.443749,44.266623,16.557298,-0.178932,8.960296,47.400198,38.741998,25,38.741998
11.52632,21.655136,8.50566,11.842678,15.429831,44.244114,15.477109,-0.048405,9.027697,47.400356,38.746586,25,38.746586
11.563566,21.647434,8.501745,11.831624,15.462989,44.224711,14.729355,0.06365,9.137423,47.404164,38.749371,25,38.749371
11.574557,21.636804,8.498265,11.811974,15.472813,44.207401,14.062321,0.186402,9.295969,47.409114,38.751207,25,38.751207
11.631952,21.637256,8.472457,11.870926,15.495738,44.190662,13.462968,0.318727,9.487538,47.416793,38.752663,25,38.752663
11.659429,21.62575,8.440704,11.852094,15.48141,44.174399,12.919706,0.45925,9.703167,47.427423,38.754213,25,38.754213
11.688431,21.747744,8.430554,11.777995,15.482229,44.159942,12.422401,0.606345,9.940729,47.439861,38.756239,25,38.756239
11.711023,21.796388,8.403006,11.772673,15.471995,44.144725,11.876063,0.790381,10.318467,47.458106,38.760986,25,38.760986
11.75926,21.79537,8.369078,11.799283,15.585388,44.134707,11.485388,0.945625,10.54805,47.472449,38.762884,25,38.762884
11.783378,21.802489,8.450273,11.785773,15.631645,44.12545,11.138248,1.097592,10.716764,47.490123,38.765733,25,38.765733
11.833141,21.801497,8.478982,11.788639,15.675038,44.117461,10.820952,1.250598,10.912624,47.509924,38.769404,25,38.769404
11.869776,21.902368,8.447663,11.811155,15.706149,44.111406,10.528565,1.404737,11.143219,47.530391,38.77355,25,38.77355
11.897863,21.921485,8.442444,11.817296,15.674628,44.108109,10.26491,1.55588,11.335714,47.549811,38.7776,25,38.7776
11.92534,21.889012,8.390392,11.791095,15.720477,44.10589,9.968469,1.744507,11.564742,47.577577,38.783613,25,38.783613
11.986398,21.877801,8.394016,11.830806,15.731939,44.108045,9.761574,1.899298,11.764419,47.60347,38.788424,25,38.788424
11.999831,21.857073,8.437224,11.766941,15.700418,44.112959,9.563065,2.054752,11.942174,47.629745,38.793234,25,38.793234
12.02395,21.857145,8.467382,11.82753,15.783927,44.11968,9.371876,2.213373,12.121476,47.65602,38.797855,25,38.797855
12.031582,21.890687,8.457378,11.810336,15.815039,44.128145,9.191987,2.377822,12.297492,47.682073,38.80238,25,38.80238
12.09661,21.887005,8.347474,11.82139,15.78884,44.139177,9.032429,2.550914,12.437082,47.707841,38.807191,25,38.807191
12.135382,21.848197,8.355884,11.812383,15.802758,44.157723,8.852592,2.778873,12.567326,47.741479,38.813204,25,38.813204
12.152173,21.817705,8.359943,11.822618,15.845741,44.176491,8.724409,2.959751,12.626581,47.768008,38.816495,25,38.816495
12.174154,21.797902,8.313836,11.792733,15.80808,44.195925,8.603943,3.141578,12.687156,47.793872,38.820546,25,38.820546
12.219338,21.778476,8.41388,11.797236,15.797027,44.217673,8.491382,3.323539,12.772904,47.821925,38.82485,25,38.82485
12.24193,21.759499,8.449838,11.792733,15.857203,44.241355,8.387479,3.505511,12.872652,47.852232,38.828869,25,38.828869
12.313674,21.724446,8.385172,11.77472,15.781881,44.264562,8.293548,3.688055,12.9402,47.882064,38.832034,25,38.832034
12.328633,21.700505,8.362408,11.771035,15.730711,44.295315,8.191971,3.91187,13.007686,47.91729,38.839788,25,38.839788
12.360384,21.688347,8.424755,11.837356,15.787202,44.321059,8.126889,4.08267,13.108761,47.948518,38.844092,25,38.844092
12.368016,21.683889,8.437369,11.758344,15.819542,44.347659,8.06651,4.247655,13.191098,47.97908,38.848586,25,38.848586
12.436707,21.681584,8.449983,11.852094,15.861297,44.374291,8.011148,4.405071,13.225063,48.008215,38.852447,25,38.852447
12.463573,21.665132,8.42084,11.850866,15.858022,44.401272,7.957793,4.555888,13.240539,48.036397,38.855643,25,38.855643
12.451667,21.651762,8.389377,11.797645,15.862934,44.43006,7.900113,4.7038,13.32693,48.065341,38.858935,25,38.858935
12.472732,21.64703,8.450563,11.799692,15.842466,44.466363,7.835695,4.876019,13.432724,48.099618,38.863207,25,38.863207
12.517915,21.641927,8.462597,11.784954,15.763459,44.497434,7.794944,5.005786,13.501288,48.128944,38.866119,25,38.866119
12.532875,21.636919,8.544663,11.785773,15.845332,44.529743,7.75758,5.130295,13.530108,48.158174,38.871689,25,38.871689
12.55333,21.638372,8.609329,11.822618,15.851881,44.562211,7.721908,5.248547,13.534063,48.185279,38.877069,25,38.877069
12.568289,21.652299,8.484201,11.768988,15.818314,44.59433,7.688713,5.360601,13.520407,48.211178,38.879632,25,38.879632
12.596681,21.676076,8.455928,11.793961,15.841238,44.626164,7.661255,5.467585,13.488761,48.239743,38.876974,25,38.876974
12.609504,21.672598,8.390537,11.80092,15.812173,44.665798,7.627559,5.594744,13.572741,48.275132,38.868112,25,38.868112
12.598818,21.667478,8.33863,11.789457,15.81463,44.697633,7.594459,5.690963,13.614183,48.302682,38.851149,25,38.851149
12.641865,21.657714,8.369513,11.82098,15.844103,44.73099,7.561642,5.782955,13.668905,48.331661,38.828869,25,38.828869
12.683995,21.639088,8.486666,11.851275,15.826501,44.765045,7.529859,5.872037,13.700929,48.35883,38.802918,25,38.802918
12.657435,21.642292,8.521464,11.786182,15.85925,44.798783,7.499581,5.958616,13.689972,48.383715,38.772094,25,38.772094
12.683995,21.66416,8.42548,11.825484,15.860069,44.831,7.470996,6.04219,13.63145,48.408599,38.732345,25,38.732345
12.700787,21.705303,8.41069,11.824255,15.84615,44.870795,7.436988,6.131624,13.572114,48.434151,38.668894,25,38.668894
12.723073,21.75538,8.393291,11.790276,15.800711,44.901744,7.410661,6.193023,13.578518,48.45637,38.618768,25,38.618768
12.727347,21.805156,8.400106,11.799692,15.805624,44.934691,7.388188,6.250664,13.605173,48.476018,38.57092,25,38.57092
12.71422,21.852492,8.468832,11.801739,15.806852,44.967163,7.37026,6.304485,13.600212,48.492968,38.525161,25,38.525161
12.734064,21.870345,8.470282,11.753431,15.772465,44.998018,7.354683,6.355925,13.564359,48.506902,38.480037,25,38.480037
12.703229,21.931904,8.455203,11.750975,15.800302,45.027446,7.33638,6.40793,13.550922,48.517314,38.432824,25,38.432824
12.71483,21.993986,8.468832,11.795598,15.761822,45.062804,7.306605,6.466985,13.625642,48.532867,38.38615,25,38.38615
12.728568,22.055059,8.49986,11.767351,15.835507,45.089696,7.286296,6.507212,13.612582,48.542517,38.36805,25,38.36805
12.713914,22.085805,8.482461,11.764075,15.862934,45.115446,7.269747,6.543116,13.631733,48.55169,38.355931,25,38.355931
12.723378,22.033607,8.478982,11.758753,15.819951,45.141514,7.249877,6.574759,13.681213,48.556896,38.344729,25,38.344729
12.75055,21.997881,8.496816,11.743606,15.784337,45.167772,7.223676,6.601766,13.774115,48.557055,38.33204,25,38.33204
12.729179,21.987809,8.433164,11.746472,15.809308,45.192508,7.19221,6.623321,13.938512,48.5535,38.318118,25,38.318118
12.763982,21.952788,8.459698,11.709218,15.798255,45.221843,7.161654,6.64635,14.00602,48.545882,38.293278,25,38.293278
